,0,1,2
3062,CHEMBL612320,Human coxsackievirus B4,Human coxsackievirus B4
3063,CHEMBL613751,Human echovirus 11,Human echovirus 11
3064,CHEMBL613752,Human poliovirus 2,Human poliovirus 2
3065,CHEMBL613753,Hepatitis A virus,Hepatitis A virus
3066,CHEMBL613754,Mengo virus,Mengo virus
3067,CHEMBL612678,Human rhinovirus 2,Human rhinovirus 2
3068,CHEMBL613756,Human rhinovirus 89,Human rhinovirus 89
3069,CHEMBL613757,Dengue virus,Dengue virus
3070,CHEMBL613758,Human immunodeficiency virus,Human immunodeficiency virus
3071,CHEMBL612679,Respiratory syncytial virus,Respiratory syncytial virus
3072,CHEMBL613759,Human rhinovirus 14,Human rhinovirus 14
3073,CHEMBL613760,Human rhinovirus 1A,Human rhinovirus 1A
3074,CHEMBL613761,Duck hepatitis B virus,Duck hepatitis B virus
3075,CHEMBL612680,Human parainfluenza virus 1,Human parainfluenza virus 1
3076,CHEMBL613762,Salmonella enterica,Salmonella enterica
3077,CHEMBL613763,Actinomyces sp.,Actinomyces sp.
3078,CHEMBL613764,Staphylococcus saprophyticus,Staphylococcus saprophyticus
3079,CHEMBL612681,Staphylococcus capitis,Staphylococcus capitis
3080,CHEMBL613765,Salmonella enterica subsp. enterica serovar Abony,Salmonella enterica subsp. enterica serovar Abony
3081,CHEMBL613766,Tolypocladium,Tolypocladium
3082,CHEMBL613767,Mucor mucedo,Mucor mucedo
3083,CHEMBL613768,Trypanosoma brucei gambiense,Trypanosoma brucei gambiense
3084,CHEMBL613769,Human rhinovirus 16,Human rhinovirus 16
3085,CHEMBL613770,Enterococcus sp.,Enterococcus sp.
3086,CHEMBL612683,Myzus persicae,Myzus persicae
3087,CHEMBL613772,Phaeosphaeria nodorum,Phaeosphaeria nodorum
3088,CHEMBL613773,Rubus,Rubus
3089,CHEMBL613774,Saccharomyces pastorianus,Saccharomyces pastorianus
3090,CHEMBL613775,Galactomyces geotrichum,Galactomyces geotrichum
3091,CHEMBL613776,Puccinia recondita,Puccinia recondita
3092,CHEMBL612685,Cooperia,Cooperia
3093,CHEMBL613777,Cooperia oncophora,Cooperia oncophora
3094,CHEMBL614952,Streptococcus mitis,Streptococcus mitis
3095,CHEMBL613778,Acinetobacter lwoffii,Acinetobacter lwoffii
3096,CHEMBL612686,Bacteroides ovatus,Bacteroides ovatus
3097,CHEMBL612321,Prevotella bivia,Prevotella bivia
3098,CHEMBL612234,Prevotella buccae,Prevotella buccae
3099,CHEMBL612235,Prevotella disiens,Prevotella disiens
3100,CHEMBL612236,Prevotella melaninogenica,Prevotella melaninogenica
3101,CHEMBL612687,Prevotella oralis,Prevotella oralis
3102,CHEMBL612237,Human adenovirus 5,Human adenovirus type 5
3103,CHEMBL612238,Sandfly fever sicilian virus,Sandfly fever sicilian virus
3104,CHEMBL612688,Anolis carolinensis,Anolis carolinensis
3105,CHEMBL612240,Penicillium funiculosum,Penicillium funiculosum
3106,CHEMBL612241,Leishmania sp.,Leishmania sp.
3107,CHEMBL612242,Mycobacterium lufu,Mycobacterium lufu
3108,CHEMBL612243,Staphylococcus sp.,Staphylococcus sp.
3109,CHEMBL612244,Veillonella parvula,Veillonella parvula
3110,CHEMBL612245,Sporothrix schenckii,Sporothrix schenckii
3111,CHEMBL612346,Tolypocladium inflatum,Tolypocladium inflatum
3112,CHEMBL612347,Plasmodium yoelii nigeriensis,Plasmodium yoelii nigeriensis
3113,CHEMBL612348,Trypanosoma brucei rhodesiense,Trypanosoma brucei rhodesiense
3114,CHEMBL612349,Balanus amphitrite,Balanus amphitrite
3115,CHEMBL612351,Anaerococcus prevotii,Anaerococcus prevotii
3116,CHEMBL612352,Neisseria perflava,Neisseria perflava
3117,CHEMBL612353,Echovirus,Echovirus
3118,CHEMBL612354,Enterococcus avium,Enterococcus avium
3119,CHEMBL612355,Kodamaea ohmeri,Pichia ohmeri
3120,CHEMBL612356,Blumeria graminis,Blumeria graminis
3121,CHEMBL612357,Trichophyton schoenleinii,Trichophyton schoenleinii
3122,CHEMBL612358,Microsporum audouinii,Microsporum audouinii
3123,CHEMBL612359,Human immunodeficiency virus 3,Human immunodeficiency virus 3
3124,CHEMBL612360,Mastomys coucha,Mastomys coucha
3125,CHEMBL612361,Cricetinae gen. sp.,Cricetinae gen. sp.
3126,CHEMBL612435,Clostridium botulinum A,Clostridium botulinum A
3127,CHEMBL612362,Clavispora lusitaniae,Clavispora lusitaniae
3128,CHEMBL612322,Spodoptera eridania,Spodoptera eridania
3129,CHEMBL612363,Chaetomium globosum,Chaetomium globosum
3130,CHEMBL612436,Human enterovirus 71,Human enterovirus 71
3131,CHEMBL612365,Penicillium italicum,Penicillium italicum
3132,CHEMBL612366,Stenotrophomonas maltophilia,Stenotrophomonas maltophilia
3133,CHEMBL612437,Fonsecaea pedrosoi,Fonsecaea pedrosoi
3134,CHEMBL614954,Aspergillus ochraceus,Aspergillus ochraceus
3135,CHEMBL612367,Anethum graveolens,Anethum graveolens
3136,CHEMBL612368,Yersinia sp.,Yersinia sp.
3137,CHEMBL612438,Scedosporium prolificans,Scedosporium prolificans
3138,CHEMBL612369,Lichtheimia corymbifera,Absidia corymbifera
3139,CHEMBL612370,Anas sp.,Anas sp.
3140,CHEMBL612439,Rhodococcus equi,Rhodococcus equi
3141,CHEMBL612371,Human rhinovirus 21,Human rhinovirus 21
3142,CHEMBL612372,Human rhinovirus 50,Human rhinovirus 50
3143,CHEMBL612373,Dictyostelium discoideum,Dictyostelium discoideum
3144,CHEMBL612374,Candida tenuis,Candida tenuis
3145,CHEMBL612375,Paecilomyces variotii,Paecilomyces variotii
3146,CHEMBL612376,Eimeria brunetti,Eimeria brunetti
3147,CHEMBL612377,Eimeria necatrix,Eimeria necatrix
3148,CHEMBL612378,Tetranychus urticae,Tetranychus urticae
3149,CHEMBL612379,unidentified,unidentified
3150,CHEMBL612380,Parvimonas micra,Peptostreptococcus micros
3151,CHEMBL612381,Lepidium sativum,Lepidium sativum
3152,CHEMBL612384,Arthrodermataceae,Arthrodermataceae
3153,CHEMBL612385,Trichophyton tonsurans,Trichophyton tonsurans
3154,CHEMBL612386,Epidermophyton floccosum,Epidermophyton floccosum
3155,CHEMBL612387,Cercopithecine herpesvirus 9,Cercopithecine herpesvirus 9
3156,CHEMBL612388,Stomoxys calcitrans,Stomoxys calcitrans
3157,CHEMBL612389,Streptococcus sp. 'group A',Streptococcus sp. 'group A'
3158,CHEMBL612390,Penicillium digitatum,Penicillium digitatum
3159,CHEMBL612391,Porphyromonas canoris,Porphyromonas canoris
3160,CHEMBL612392,Phoma,Phoma
3161,CHEMBL612393,Escherichia coli B,Escherichia coli B
3162,CHEMBL612395,Banzi virus,Banzi virus
3163,CHEMBL612396,Phialophora verrucosa,Phialophora verrucosa
3164,CHEMBL612697,Streptococcus equi subsp. zooepidemicus,Streptococcus equi subsp. zooepidemicus
3165,CHEMBL612397,Trichostrongylus axei,Trichostrongylus axei
3166,CHEMBL612398,Scopulariopsis brevicaulis,Scopulariopsis brevicaulis
3167,CHEMBL612399,Botryotinia fuckeliana,Botryotinia fuckeliana
3168,CHEMBL612400,Rumex acetosa,Rumex acetosa
3169,CHEMBL612698,Eurotium repens,Eurotium repens
3170,CHEMBL612401,Umbelopsis ramanniana,Umbelopsis ramanniana
3171,CHEMBL612402,Enterobacter sp.,Enterobacter sp.
3172,CHEMBL612403,Human rhinovirus 29,Human rhinovirus 29
3173,CHEMBL612549,Human rhinovirus 72,Human rhinovirus 72
3174,CHEMBL612550,Teladorsagia circumcincta,Teladorsagia circumcincta
3175,CHEMBL612551,San Angelo virus,San Angelo virus
3176,CHEMBL614874,Cercopithecidae,Monkey
3177,CHEMBL614875,Macaca mulatta,Rhesus monkey
3178,CHEMBL614508,Homo sapiens,143B
3179,CHEMBL614075,Homo sapiens,1A9
3180,CHEMBL614509,Homo sapiens,1A9/ptx-10
3181,CHEMBL613858,Homo sapiens,1A9/ptx-22
3182,CHEMBL614077,Mus musculus,3T3
3183,CHEMBL614510,Mus musculus,3T3-L1
3184,CHEMBL614511,Homo sapiens,41M
3185,CHEMBL612565,Homo sapiens,5637
3186,CHEMBL613867,Rattus norvegicus,13762
3187,CHEMBL614512,Homo sapiens,A 172
3188,CHEMBL614513,Rattus norvegicus,A10
3189,CHEMBL614514,Homo sapiens,A204
3190,CHEMBL613503,Homo sapiens,A2058
3191,CHEMBL614023,Homo sapiens,A2780cisR
3192,CHEMBL613859,Homo sapiens,A-375
3193,CHEMBL614515,Homo sapiens,A-427
3194,CHEMBL614516,Homo sapiens,A498
3195,CHEMBL614517,Homo sapiens,A673
3196,CHEMBL614518,Mus musculus,A9
3197,CHEMBL614519,Homo sapiens,ACHN
3198,CHEMBL613860,Homo sapiens,AGS
3199,CHEMBL614024,Homo sapiens,AIK-T4
3200,CHEMBL613504,Homo sapiens,AIK-T8
3201,CHEMBL614520,Mus musculus,ANN-1
3202,CHEMBL614521,Rattus norvegicus,Anr4
3203,CHEMBL614522,Homo sapiens,Ara-A
3204,CHEMBL614523,Mus musculus,AtT20
3205,CHEMBL614025,Rattus norvegicus,B104
3206,CHEMBL381,Mus musculus,B16
3207,CHEMBL614524,Mus musculus,BaF3
3208,CHEMBL614065,Mus musculus,Balb/MK
3209,CHEMBL614525,Homo sapiens,BeWo
3210,CHEMBL614526,Homo sapiens,BGC-823
3211,CHEMBL614527,Cricetulus griseus,BHK-21
3212,CHEMBL614026,Homo sapiens,Breast carcinoma cells
3213,CHEMBL614528,Chlorocebus aethiops,BSC-1
3214,CHEMBL613870,Homo sapiens,BT-20
3215,CHEMBL614529,Homo sapiens,BT-474
3216,CHEMBL614063,Mus musculus,Beta-TC3
3217,CHEMBL614530,Homo sapiens,BXPC-3
3218,CHEMBL614531,Mus musculus,C3H 10T1/2
3219,CHEMBL614532,Rattus norvegicus,C6-BU-1
3220,CHEMBL614533,Homo sapiens,C8166
3221,CHEMBL612566,Homo sapiens,CA46
3222,CHEMBL614058,Homo sapiens,Caco-2
3223,CHEMBL614067,Homo sapiens,CAKI-1
3224,CHEMBL613852,Homo sapiens,CAKI-2
3225,CHEMBL613505,Homo sapiens,Calu-1
3226,CHEMBL614534,Homo sapiens,Calu-3
3227,CHEMBL614535,Homo sapiens,Calu-6
3228,CHEMBL614536,Homo sapiens,CAPAN-1
3229,CHEMBL614537,Rattus norvegicus,CC-1
3230,CHEMBL614538,Homo sapiens,CCD 19Lu
3231,CHEMBL614027,Mus musculus,CCRF S-180
3232,CHEMBL382,Homo sapiens,CCRF-CEM
3233,CHEMBL614539,Homo sapiens,CCRF-CEM/ara-C
3234,CHEMBL614540,Homo sapiens,CCRF-CEM/VCR-1000
3235,CHEMBL614541,Homo sapiens,CCRF-HSB-2
3236,CHEMBL614542,Homo sapiens,CCRF-SB
3237,CHEMBL614028,Homo sapiens,CEM-0
3238,CHEMBL614544,Homo sapiens,CEM-4
3239,CHEMBL614545,Homo sapiens,CEM-c113
3240,CHEMBL614546,Homo sapiens,CEM-D9
3241,CHEMBL614547,Homo sapiens,CEM-DNR
3242,CHEMBL614548,Homo sapiens,CEM-SS
3243,CHEMBL614044,Homo sapiens,CEM-TK(-)
3244,CHEMBL614029,Homo sapiens,CEM-TK(+)
3245,CHEMBL614549,Homo sapiens,CEM-V
3246,CHEMBL614550,Homo sapiens,CEM-VCR
3247,CHEMBL614551,Homo sapiens,CEM-VCR 1/D/5
3248,CHEMBL614552,Homo sapiens,CEM-VCR 1/F3
3249,CHEMBL614554,Homo sapiens,CEM-VLB
3250,CHEMBL614030,Homo sapiens,CEM-VM1
3251,CHEMBL613506,Homo sapiens,CFPAC-1
3252,CHEMBL613853,Cricetulus griseus,CHO
3253,CHEMBL614555,Cricetulus griseus,CHO-AA8
3254,CHEMBL614556,Cricetulus griseus,CHO-FU
3255,CHEMBL614557,Cricetulus griseus,CHO-hD3
3256,CHEMBL614031,Cricetulus griseus,CHO-K1
3257,CHEMBL614256,Cricetulus griseus,CHO-K1-BH4
3258,CHEMBL614558,Cricetulus griseus,CHO-MG
3259,CHEMBL614559,Cricetulus griseus,CHO-TAX 5-6
3260,CHEMBL614560,Cricetulus griseus,CHO-VV 3-2
3261,CHEMBL614729,Homo sapiens,CNS carcinoma cells
3262,CHEMBL614561,Homo sapiens,COLO 205
3263,CHEMBL614257,Homo sapiens,COLO 320
3264,CHEMBL614562,Homo sapiens,COLO 320DM
3265,CHEMBL614032,Homo sapiens,COLO 480
3266,CHEMBL613854,Homo sapiens,COR-L23
3267,CHEMBL614563,Chlorocebus aethiops,COS-1
3268,CHEMBL614564,Chlorocebus aethiops,COS-7
3269,CHEMBL614258,Bos taurus,CPAE
3270,CHEMBL614565,Mus musculus,CTLL
3271,CHEMBL613507,Chlorocebus aethiops,CV-1
3272,CHEMBL614566,Homo sapiens,CX-1
3273,CHEMBL614033,Homo sapiens,DAN-G
3274,CHEMBL612519,Homo sapiens,Daoy
3275,CHEMBL614281,Homo sapiens,Daudi
3276,CHEMBL612702,Cricetulus griseus,DC3F
3277,CHEMBL614282,Cricetulus griseus,DC3F/AD
3278,CHEMBL614283,Cricetulus griseus,DC3F/AD-II
3279,CHEMBL614284,Homo sapiens,Detroit 551
3280,CHEMBL614059,Homo sapiens,Detroit 98
3281,CHEMBL614285,Homo sapiens,DLD-1
3282,CHEMBL614286,Homo sapiens,DMS-79
3283,CHEMBL614034,Homo sapiens,DMS-273
3284,CHEMBL614287,Homo sapiens,DO4
3285,CHEMBL614288,Cricetulus griseus,Don
3286,CHEMBL613508,Homo sapiens,DU-145
3287,CHEMBL614289,Homo sapiens,DuPro
3288,CHEMBL614290,Mus musculus,E1 SM
3289,CHEMBL614291,Homo sapiens,E39
3290,CHEMBL614035,Homo sapiens,ECV-304
3291,CHEMBL614292,Homo sapiens,EJ
3292,CHEMBL614293,Mus musculus,EL4
3293,CHEMBL614294,Mus musculus,EMT6
3294,CHEMBL614295,Homo sapiens,EVSA-T
3295,CHEMBL614296,Mus musculus,F9
3296,CHEMBL614297,Mus musculus,FM3A
3297,CHEMBL614298,Homo sapiens,G-292
3298,CHEMBL614036,Homo sapiens,G-361
3299,CHEMBL613509,Homo sapiens,G-401
3300,CHEMBL614570,Homo sapiens,GBM
3301,CHEMBL614571,Rattus norvegicus,GH3
3302,CHEMBL614572,Rattus norvegicus,GH4-C1
3303,CHEMBL614573,Homo sapiens,H322
3304,CHEMBL614574,Homo sapiens,H-81
3305,CHEMBL614575,Homo sapiens,HCT-116/VM46
3306,CHEMBL614576,Rattus norvegicus,H9c2
3307,CHEMBL613510,Homo sapiens,HCT-8
3308,CHEMBL383,Homo sapiens,HL-60
3309,CHEMBL614038,Homo sapiens,HOS-TE85
3310,CHEMBL614577,Sus scrofa,LLC-PK1
3311,CHEMBL614578,Homo sapiens,Hs68
3312,CHEMBL614579,Homo sapiens,Hs746T
3313,CHEMBL614580,Homo sapiens,HT-1080
3314,CHEMBL384,Homo sapiens,HT-29
3315,CHEMBL614581,Homo sapiens,HuCCT-1
3316,CHEMBL614039,Homo sapiens,Huh-7
3317,CHEMBL614582,Homo sapiens,HuTu80
3318,CHEMBL614584,Homo sapiens,IM-9
3319,CHEMBL614585,Homo sapiens,IMR-32
3320,CHEMBL614040,Mus musculus,J774.A1
3321,CHEMBL614586,Homo sapiens,J82
3322,CHEMBL614587,Homo sapiens,JAR
3323,CHEMBL613511,Rattus norvegicus,Jensen sarcoma
3324,CHEMBL614588,Homo sapiens,JIYOYE
3325,CHEMBL614589,Homo sapiens,JM1
3326,CHEMBL613833,Homo sapiens,JY
3327,CHEMBL385,Homo sapiens,K562
3328,CHEMBL614590,Homo sapiens,KB 3-1
3329,CHEMBL614591,Homo sapiens,KHOS-321H
3330,CHEMBL614709,Homo sapiens,KM12
3331,CHEMBL386,Mus musculus,L1210
3332,CHEMBL614710,Mus musculus,L1210 ( R81)
3333,CHEMBL614041,Mus musculus,L1210 (DACH)
3334,CHEMBL613512,Mus musculus,L1210 (DDP5)
3335,CHEMBL614711,Mus musculus,L1210 (PtR4)
3336,CHEMBL614712,Mus musculus,L1210 (R7A)
3337,CHEMBL614713,Mus musculus,L1210 (RD1694)
3338,CHEMBL614714,Mus musculus,L1210/2
3339,CHEMBL614715,Mus musculus,L1210/Adr
3340,CHEMBL614716,Mus musculus,L1210/ara C
3341,CHEMBL614717,Mus musculus,L1210/C
3342,CHEMBL614718,Mus musculus,L1210/LPAM
3343,CHEMBL614719,Mus musculus,L1210/TK-
3344,CHEMBL614720,Mus musculus,L5178Y
3345,CHEMBL614691,Macaca mulatta,LLC-MK2
3346,CHEMBL614721,Homo sapiens,LoVo
3347,CHEMBL614317,Homo sapiens,M14
3348,CHEMBL614046,Homo sapiens,M96
3349,CHEMBL614042,Mus musculus,MAC13
3350,CHEMBL614318,Mus musculus,MAC16
3351,CHEMBL614320,Homo sapiens,Manca
3352,CHEMBL614321,Homo sapiens,MCF-10A
3353,CHEMBL614322,Homo sapiens,MCF-12A
3354,CHEMBL387,Homo sapiens,MCF7
3355,CHEMBL614323,Homo sapiens,MCF7-2A
3356,CHEMBL614325,Homo sapiens,MCF7-CP
3357,CHEMBL614326,Homo sapiens,MCF7-DOX
3358,CHEMBL614327,Homo sapiens,MCF7R
3359,CHEMBL614328,Homo sapiens,MCF7S
3360,CHEMBL614128,Homo sapiens,MCF7-VP
3361,CHEMBL614329,Homo sapiens,MCF7-VP16
3362,CHEMBL614331,Homo sapiens,MCF9
3363,CHEMBL614332,Anura,MCR
3364,CHEMBL613513,Homo sapiens,MDA-MB-238
3365,CHEMBL614129,Homo sapiens,MDA-MB-361
3366,CHEMBL614334,Homo sapiens,MDA-MB-453
3367,CHEMBL614335,Homo sapiens,MDA-MB-468
3368,CHEMBL614337,Mus musculus,MDAY-D2
3369,CHEMBL614338,Bos taurus,MDBK441
3370,CHEMBL614068,Canis lupus familiaris,MDCK
3371,CHEMBL614339,Homo sapiens,Me665/2/21
3372,CHEMBL614340,Homo sapiens,ME67.1
3373,CHEMBL614341,Homo sapiens,ME67.3
3374,CHEMBL614342,Mus musculus,MEF
3375,CHEMBL614343,Homo sapiens,MES-SA
3376,CHEMBL613827,Homo sapiens,MES-SA/Dx5
3377,CHEMBL614130,Homo sapiens,MEXF276L
3378,CHEMBL614873,Homo sapiens,MEXF514
3379,CHEMBL614344,Homo sapiens,MEXF989
3380,CHEMBL614346,Mus musculus,MG-22A
3381,CHEMBL614347,Homo sapiens,MG-63
3382,CHEMBL614348,Homo sapiens,NCI-H1975
3383,CHEMBL614349,Rattus norvegicus,MH1C1
3384,CHEMBL614350,Mus musculus,MH60
3385,CHEMBL614352,Homo sapiens,MKN-1
3386,CHEMBL614353,Homo sapiens,MKN-28
3387,CHEMBL614354,Homo sapiens,MKN-45
3388,CHEMBL613514,Homo sapiens,MKN-5
3389,CHEMBL614355,Homo sapiens,MKN-7
3390,CHEMBL614048,Homo sapiens,MKN-74
3391,CHEMBL614356,Homo sapiens,ML-2
3392,CHEMBL614131,Homo sapiens,MM418
3393,CHEMBL614168,Mus musculus,MM46
3394,CHEMBL614169,Homo sapiens,MM6
3395,CHEMBL614170,Homo sapiens,MM96L
3396,CHEMBL614171,Rattus norvegicus,MMQ
3397,CHEMBL614173,,MNNG-HOS
3398,CHEMBL614132,Homo sapiens,Mo/Ma
3399,CHEMBL614174,Homo sapiens,MO/Mphi
3400,CHEMBL614175,Homo sapiens,MOH
3401,CHEMBL614176,Homo sapiens,MOLT-3
3402,CHEMBL614177,Homo sapiens,MOLT-4
3403,CHEMBL613515,Homo sapiens,MOLT-4F
3404,CHEMBL614178,Mus musculus,MOPC 315
3405,CHEMBL614133,Homo sapiens,MOVP-3
3406,CHEMBL614179,Mus musculus,MPC-11
3407,CHEMBL614180,Homo sapiens,MR4
3408,CHEMBL614181,Homo sapiens,MRC5
3409,CHEMBL614182,Homo sapiens,MRC5CV1
3410,CHEMBL614183,Manduca,MRRL-CH1
3411,CHEMBL614184,Homo sapiens,MT2
3412,CHEMBL388,Homo sapiens,MT4
3413,CHEMBL614185,Homo sapiens,MVLN
3414,CHEMBL612553,Mus musculus,N1E-115
3415,CHEMBL613516,Homo sapiens,N9
3416,CHEMBL614134,Homo sapiens,NAKAJIMA
3417,CHEMBL614769,Homo sapiens,NALL-1
3418,CHEMBL614187,Homo sapiens,NALM-6
3419,CHEMBL614049,Homo sapiens,NAMALVA
3420,CHEMBL614188,Homo sapiens,NB-4
3421,CHEMBL614189,Homo sapiens,NC-37
3422,CHEMBL614190,Homo sapiens,NCC
3423,CHEMBL614770,Homo sapiens,NCH37
3424,CHEMBL614191,Homo sapiens,NCH82
3425,CHEMBL614192,Homo sapiens,NCH89
3426,CHEMBL614194,Homo sapiens,Panel NCI-60 (60 carcinoma cell lines)
3427,CHEMBL614771,Homo sapiens,NCI-H128
3428,CHEMBL614195,Homo sapiens,NCI-H345
3429,CHEMBL614135,Homo sapiens,NCI-H358
3430,CHEMBL613517,Homo sapiens,NCI-H417
3431,CHEMBL614050,Homo sapiens,NCI-H46
3432,CHEMBL614196,Homo sapiens,NCI-H84
3433,CHEMBL614197,Homo sapiens,NCI-N87
3434,CHEMBL614062,Mus musculus,N2a
3435,CHEMBL614198,Homo sapiens,NFF
3436,CHEMBL614199,Mus musculus,NFS-60
3437,CHEMBL613828,Murinae,NG108-15
3438,CHEMBL614200,Homo sapiens,NHDF
3439,CHEMBL614201,Homo sapiens,NHIK3025
3440,CHEMBL614202,Mus musculus,NPC-TW-039
3441,CHEMBL613518,Rattus norvegicus,NRK
3442,CHEMBL614203,Rattus norvegicus,NRK-49F
3443,CHEMBL614204,Rattus norvegicus,NRKE
3444,CHEMBL612554,Homo sapiens,NSCLC
3445,CHEMBL614205,Homo sapiens,NT2
3446,CHEMBL614206,Homo sapiens,NTERA-2-cl-D1
3447,CHEMBL614207,Homo sapiens,NUGC
3448,CHEMBL614208,Homo sapiens,NUGC-3
3449,CHEMBL613519,Homo sapiens,NUGC-4
3450,CHEMBL614209,Homo sapiens,OK-1
3451,CHEMBL614136,Homo sapiens,OM-1
3452,CHEMBL614210,Homo sapiens,OST
3453,CHEMBL614211,Homo sapiens,OV-1063
3454,CHEMBL614212,Homo sapiens,OVCAR
3455,CHEMBL614213,Homo sapiens,OVCAR-3
3456,CHEMBL614051,Homo sapiens,OVCAR-4
3457,CHEMBL614214,Homo sapiens,OVCAR-5
3458,CHEMBL612555,Homo sapiens,OVCAR-8
3459,CHEMBL614215,Mus musculus,P1534J
3460,CHEMBL614064,Mus musculus,P19
3461,CHEMBL614137,Mus musculus,P338
3462,CHEMBL389,Mus musculus,P388
3463,CHEMBL614217,Mus musculus,P388/ADM
3464,CHEMBL614218,Mus musculus,P388/ADR
3465,CHEMBL614219,Mus musculus,P388/CPA
3466,CHEMBL614138,Mus musculus,P388/DDP
3467,CHEMBL614220,Mus musculus,P388/S
3468,CHEMBL613520,Mus musculus,P388/VCR
3469,CHEMBL614221,Mus musculus,P388/VCR-20
3470,CHEMBL614222,Mus musculus,P388CPT
3471,CHEMBL614223,Mus musculus,P388CPT45
3472,CHEMBL614224,Mus musculus,P388CPT5
3473,CHEMBL614225,Mus musculus,P388PtR4
3474,CHEMBL612705,Homo sapiens,P3HR-1
3475,CHEMBL614226,Mus musculus,P815
3476,CHEMBL614227,Mus musculus,WEHI-164
3477,CHEMBL614229,Mus musculus,PAM
3478,CHEMBL614230,Mus musculus,PAM12
3479,CHEMBL614231,Mus musculus,PAM212
3480,CHEMBL614139,Homo sapiens,PANC-1
3481,CHEMBL613521,Homo sapiens,PAXF546
3482,CHEMBL614232,Homo sapiens,PAXF736
3483,CHEMBL614233,,PBL
3484,CHEMBL614234,Homo sapiens,PC10
3485,CHEMBL612556,Rattus norvegicus,PC-12
3486,CHEMBL614140,Homo sapiens,PC-14
3487,CHEMBL390,Homo sapiens,PC-3
3488,CHEMBL614235,Homo sapiens,PC-6
3489,CHEMBL614236,Homo sapiens,PEU
3490,CHEMBL614237,Homo sapiens,PHA-Ly
3491,CHEMBL613522,Homo sapiens,PLC
3492,CHEMBL614141,,PMC
3493,CHEMBL614238,Homo sapiens,PO3
3494,CHEMBL614239,Homo sapiens,PrEC
3495,CHEMBL614240,Sus scrofa,PS
3496,CHEMBL614241,Homo sapiens,PSN1
3497,CHEMBL614142,Homo sapiens,ptx-10/22
3498,CHEMBL614242,Homo sapiens,QG-90
3499,CHEMBL614052,Homo sapiens,QG-95
3500,CHEMBL614382,Homo sapiens,QG-96
3501,CHEMBL614383,Mus musculus,R1
3502,CHEMBL614384,Homo sapiens,R1-CCRF-CEM
3503,CHEMBL614385,Homo sapiens,R2
3504,CHEMBL613523,Homo sapiens,R2-CCRF-CEM
3505,CHEMBL614143,Homo sapiens,R30dm-CCRF-CEM
3506,CHEMBL614386,Rattus norvegicus,R3230AC
